paper_id,title,authors,venue,venue_family,year,track,publication_type,pages,doi,canonical_url,task_family,input_unit,label_scheme,class_cardinality,traffic_input_evidence,learned_classifier_evidence,fixed_label_evidence,centrality_evidence,evidence_location,evidence_source_url
P47353,DecETT: Accurate App Fingerprinting Under Encrypted Tunnels via Dual Decouple-based Semantic Enhancement.,Zheyuan Gu; Chang Liu; Xiyuan Zhang; Chen Yang; Gaopeng Gou; Gang Xiong; Zhen Li; Sijia Li,The Web Conference (WWW),Web,2025,Main research proceedings,Full research paper,2413-2423,10.1145/3696410.3714643,https://doi.org/10.1145/3696410.3714643,semantic inference,"One encrypted tunnel flow, paired with TLS flow only during training.",Application identity.,Section 5.1/Table 1 explicitly reports 54 application classes under five encrypted tunnels.,Tunnel and TLS flows represented by sequences of packet payload lengths and directions.,Bi-GRU Siamese/dual-branch network trained with classification and semantic-enhancement objectives; tunnel flow alone is used at inference.,Section 5.1/Table 1 explicitly reports 54 application classes under five encrypted tunnels.,The main method and evaluation of “DecETT: Accurate App Fingerprinting Under Encrypted Tunnels via Dual Decouple-based Semantic Enhancement.” centre on the learned multiclass classifier described in this row.,"PDF pp. 1, 2, 3",https://doi.org/10.1145/3696410.3714643
P47584,HOLMES & WATSON: A Robust and Lightweight HTTPS Website Fingerprinting through HTTP Version Parallelism.,Yifei Cheng; Yujia Zhu; Baiyang Li; Peishuai Sun; Yong Ding; Xinhao Deng; Qingyun Liu,The Web Conference (WWW),Web,2025,Main research proceedings,Full research paper,1078-1092,10.1145/3696410.3714578,https://doi.org/10.1145/3696410.3714578,semantic inference,HTTPS page-load flow/session trace,Visited website,1600; 320; 200,tcpdump HTTPS page-load traces are transformed into H123 flow/session fingerprints.,WATSON uses supervised instance-based nearest-neighbour learning in the closed world and kNN with Gini in the open world.,"Table 1 evaluates closed-world classification over 1,600 popular websites; other scenarios use 320 or 200 website classes.",HTTPS website fingerprinting is the central task.,PDF p. 1,https://doi.org/10.1145/3696410.3714578
P48170,NoMoATS: Towards Automatic Detection of Mobile Tracking.,Anastasia Shuba; Athina Markopoulou,PETS/PoPETs,Security and privacy,2020,PoPETs full research paper presented at PETS,Full research paper (PoPETs article),45-66,10.2478/popets-2020-0017,https://doi.org/10.2478/POPETS-2020-0017,security-state classification,captured HTTP and HTTPS requests,advertising or tracking versus non-tracking request,2,The classifier consumes captured HTTP and HTTPS requests gathered from passively observable network traffic.,The evaluation trains a decision-tree classifiers from data.,The reported evaluation assigns one of the fixed labels in this scheme: advertising or tracking versus non-tracking request.,This classification or detection task is a central system contribution or central evaluated task.,PDF p. 1,https://petsymposium.org/popets/2020/popets-2020-0017.pdf
P48205,Tik-Tok: The Utility of Packet Timing in Website Fingerprinting Attacks.,Mohammad Saidur Rahman; Payap Sirinam; Nate Mathews; Kantha Girish Gangadhara; Matthew Wright,PETS/PoPETs,Security and privacy,2020,PoPETs full research paper presented at PETS,Full research paper (PoPETs article),5-24,10.2478/popets-2020-0043,https://doi.org/10.2478/POPETS-2020-0043,semantic inference,One website packet trace.,Visited website/onion service.,"Table 2 explicitly includes datasets with 95 sites, 100 sites, and 538 onion sites.",Tor website packet traces represented using packet direction and timing.,Deep Fingerprinting-style CNNs trained for website classification with timing enhancements.,"Table 2 explicitly includes datasets with 95 sites, 100 sites, and 538 onion sites.",The main method and evaluation of “Tik-Tok: The Utility of Packet Timing in Website Fingerprinting Attacks.” centre on the learned multiclass classifier described in this row.,PDF p. 1,https://doi.org/10.2478/popets-2020-0043
P48207,Website Fingerprinting with Website Oracles.,Tobias Pulls; Rasmus Dahlberg,PETS/PoPETs,Security and privacy,2020,PoPETs full research paper presented at PETS,Full research paper (PoPETs article),235-255,10.2478/popets-2020-0013,https://doi.org/10.2478/POPETS-2020-0013,semantic inference,One Tor website trace.,Visited website.,"Experiments explicitly use 95 monitored websites plus 20,000 unmonitored and another dataset with 100 monitored plus 9,000 unmonitored sites.",Tor page-load packet-direction traces.,Modified Deep Fingerprinting CNN trained with an oracle-assisted data-collection strategy.,"Experiments explicitly use 95 monitored websites plus 20,000 unmonitored and another dataset with 100 monitored plus 9,000 unmonitored sites.",The main method and evaluation of “Website Fingerprinting with Website Oracles.” centre on the learned multiclass classifier described in this row.,PDF p. 1,https://doi.org/10.2478/popets-2020-0013
P48246,GANDaLF: GAN for Data-Limited Fingerprinting.,Se Eun Oh; Nate Mathews; Mohammad Saidur Rahman; Matthew Wright; Nicholas Hopper,PETS/PoPETs,Security and privacy,2021,PoPETs full research paper presented at PETS,Full research paper (PoPETs article),305-322,10.2478/popets-2021-0029,https://doi.org/10.2478/POPETS-2021-0029,semantic inference,One website traffic trace.,Visited website/subpage.,Evaluation explicitly uses 100 website classes in the standard task and 25 website classes in the subpage task.,Website packet-direction traces are the classifier inputs; GAN-generated representations augment scarce training traces.,GAN discriminator/CNN is explicitly trained as the website classifier.,Evaluation explicitly uses 100 website classes in the standard task and 25 website classes in the subpage task.,The main method and evaluation of “GANDaLF: GAN for Data-Limited Fingerprinting.” centre on the learned multiclass classifier described in this row.,PDF p. 1,https://doi.org/10.2478/popets-2021-0029
P48290,Website Fingerprinting in the Age of QUIC.,Jean-Pierre Smith; Prateek Mittal; Adrian Perrig,PETS/PoPETs,Security and privacy,2021,PoPETs full research paper presented at PETS,Full research paper (PoPETs article),48-69,10.2478/popets-2021-0017,https://doi.org/10.2478/POPETS-2021-0017,semantic inference,One QUIC or TCP website trace.,Visited URL/website.,"Table 1 explicitly defines 100 monitored URL classes over roughly 117,000 traces.",Combined QUIC/TCP page-load packet traces using packet timing/size/direction features.,"Learned website classifiers including k-FP, Deep Fingerprinting, and Var-CNN are trained/evaluated.","Table 1 explicitly defines 100 monitored URL classes over roughly 117,000 traces.",The main method and evaluation of “Website Fingerprinting in the Age of QUIC.” centre on the learned multiclass classifier described in this row.,"PDF pp. 1, 2",https://doi.org/10.2478/popets-2021-0017
P48305,Analyzing the Feasibility and Generalizability of Fingerprinting Internet of Things Devices.,Dilawer Ahmed; Anupam Das; Fareed Zaffar,PETS/PoPETs,Security and privacy,2022,PoPETs full research paper presented at PETS,Full research paper (PoPETs article),578-600,10.2478/popets-2022-0057,https://doi.org/10.2478/POPETS-2022-0057,endpoint or platform identification,A five-minute device-specific traffic window.,IoT device make/model or device instance.,Table 1 explicitly reports 120 unique IoT device types and 188 device instances; classification is evaluated over the combined multiclass dataset.,"PCAP header traffic is aggregated into five-minute device windows with packet size/delay, burst, protocol, port, and volume features.",Supervised Random Forest classifier (SVM and other models also tested).,Table 1 explicitly reports 120 unique IoT device types and 188 device instances; classification is evaluated over the combined multiclass dataset.,The main method and evaluation of “Analyzing the Feasibility and Generalizability of Fingerprinting Internet of Things Devices.” centre on the learned multiclass classifier described in this row.,"PDF pp. 1, 2",https://doi.org/10.2478/popets-2022-0057
P48443,Data-Explainable Website Fingerprinting with Network Simulation.,Rob Jansen; Ryan Wails,PETS/PoPETs,Security and privacy,2023,PoPETs full research paper presented at PETS,Full research paper (PoPETs article),559-577,10.56553/popets-2023-0125,https://doi.org/10.56553/POPETS-2023-0125,semantic inference,One Tor circuit cell trace for a webpage visit.,Visited webpage,98,Tor circuit cell-direction and timing traces generated under controlled simulated networks or captured in live networks are the classifier inputs.,"The paper trains and evaluates the learned CUMUL SVM, k-FP random forest, Deep Fingerprinting CNN, and Tik-Tok CNN attacks.",Section 4.3.2 explicitly uses 98 mutually exclusive webpage labels with 180 training and 120 testing examples per page.,"The paper's three research questions centrally evaluate learned multiclass website classifiers, including cross-simulation and simulation-to-live transfer; classification is not merely ancillary to a dataset release.",PDF p. 1,https://doi.org/10.56553/POPETS-2023-0125
P48659,Raising the Bar: Improved Fingerprinting Attacks and Defenses for Video Streaming Traffic.,David Hasselquist; Ethan Witwer; August Carlson; Niklas Johansson; Niklas Carlsson,PETS/PoPETs,Security and privacy,2024,PoPETs full research paper presented at PETS,Full research paper (PoPETs article),167-184,10.56553/popets-2024-0112,https://doi.org/10.56553/POPETS-2024-0112,semantic inference,One encrypted video-stream traffic trace.,Streamed video identity,100,Encrypted streaming-video packet-direction and packet-timing sequences are classifier inputs.,The paper adapts and trains convolutional neural attacks including Deep Fingerprinting and Tik-Tok on video traces.,"Section 3.2 constructs a closed world of 100 unique videos, and Section 4 trains/evaluates the CNN attacks to identify the streamed video.",New learned video-fingerprinting attacks are a central contribution and evaluation; the paper's additional defense study does not make the qualifying attack ancillary.,PDF p. 1,https://doi.org/10.56553/POPETS-2024-0112
P48723,Beyond the Request: Harnessing HTTP Response Headers for Cross-Browser Web Tracker Detection in an Imbalanced Setting.,Philip Raschke; Thomas Cory; Wolf Rieder,PETS/PoPETs,Security and privacy,2025,PoPETs full research paper presented at PETS,Full research paper (PoPETs article),100-117,10.56553/popets-2025-0007,https://doi.org/10.56553/POPETS-2025-0007,security-state classification,HTTP response headers from monitored traffic,web tracker versus non-tracker response,2,The classifier consumes HTTP response headers from monitored traffic gathered from passively observable network traffic.,The evaluation trains a ten supervised classifier models from data.,The reported evaluation assigns one of the fixed labels in this scheme: web tracker versus non-tracker response.,This classification or detection task is a central system contribution or central evaluated task.,PDF p. 1,https://petsymposium.org/popets/2025/popets-2025-0007.pdf
P48758,Improved Open-World Fingerprinting Increases Threat to Streaming Video Privacy but Realistic Scenarios Remain Difficult.,Timothy Walsh; Armon Barton; Mathias Kölsch,PETS/PoPETs,Security and privacy,2025,PoPETs full research paper presented at PETS,Full research paper (PoPETs article),130-145,10.56553/popets-2025-0123,https://doi.org/10.56553/POPETS-2025-0123,semantic inference,Streaming-video traffic trace,Streamed video identity,60,Captured streaming-video network traces are fingerprinted.,Deep classifiers and open-set recognition/out-of-distribution models are trained and evaluated.,"The monitored closed-world component explicitly contains 60 mutually exclusive video classes, with 90 traces per class; the open world adds more than 76,000 unmonitored videos.",Open-world video fingerprinting with known multiclass video identification is central.,PDF p. 1,https://doi.org/10.56553/POPETS-2025-0123
