scheme_id,paper_id,dataset_id,task_family,task_name,label_scheme_key,label_semantics,class_cardinality,cardinality_type,class_type,input_units,design_ids,component_roles,complete_scheme_in_dataset,eligibility_status,exclusion_reason,evidence_ids
SCH0343,P43793,DS-P43793-LAB-VALIDATION,security_state_classification,Deployed multi-step attack recognition,benign plus 21 attack identities|22,benign plus 21 attack identities,22,exact,multiclass,trace_graph,DES0168,both_or_unspecified,yes,eligible,,EVD1871 | EVD1670
SCH0344,P43793,DS-P43793-MSAD,security_state_classification,Multi-step cellular attack recognition,benign plus 21 attack identities|22,benign plus 21 attack identities,22,exact,multiclass,trace_graph,DES0168 | DES0169,both_or_unspecified,yes,eligible,,EVD1872 | EVD1671 | EVD1670
SCH0345,P43907,DS-P43907-SMS-AIT,security_state_classification,Native-channel AIT detection,artificially inflated SMS attack versus genuine request|2,artificially inflated SMS attack versus genuine request,2,exact,binary,sms_request,DES0171,both_or_unspecified,yes,eligible,,EVD1873 | EVD1673
SCH0346,P43907,DS-P43907-SMS-AIT,security_state_classification,Web-channel AIT detection,artificially inflated SMS attack versus genuine request|2,artificially inflated SMS attack versus genuine request,2,exact,binary,sms_request,DES0172,both_or_unspecified,yes,eligible,,EVD1873 | EVD1674
SCH0347,P44356,DS-ISCX-IDS-2012,security_state_classification,ISCX IDS attack-type classification,normal plus four attack categories::5,normal plus four attack categories,5,exact,multiclass,flow,DES0483,both,yes,eligible,,EVD2144
SCH0348,P44356,DS-ISCX-VPN-2016,semantic_inference,Balanced VPN application classification | Balanced-to-full VPN verification | Small-sample full VPN experiment,15 application classes::15,15 application classes,15,exact,multiclass,flow | unknown,DES0484 | DES0485 | DES0486,both,yes,eligible,,EVD2145 | EVD2146 | EVD2147
SCH0349,P44828,DS-P44828-INTRADOMAIN-WPF,semantic_inference,D4 defended Instagram-page fingerprinting,50 instagram profile identities::50,50 Instagram profile identities,50,exact,multiclass,action_or_visit,DES0490,both,yes,eligible,,EVD2151
SCH0350,P44828,DS-P44828-INTRADOMAIN-WPF,semantic_inference,D4-to-D5 Instagram-over-Tor transfer,50 instagram profile identities::50,50 Instagram profile identities,50,exact,multiclass,action_or_visit,DES0491,both,yes,eligible,,EVD2152
SCH0351,P45261,DS-ISCX-VPN-2016,semantic_inference,ISCX-VPN service classification,vpn service category::12,VPN service category,12,exact,multiclass,flow,DES0496,both,yes,eligible,,EVD2157 | EVD2158
SCH0352,P45261,DS-ISCX-VPN-2016,semantic_inference,ISCX-VPN application classification,vpn application identity::17,VPN application identity,17,exact,multiclass,flow,DES0495,both,yes,eligible,,EVD2156
SCH0353,P45261,DS-ISCX-TOR-2016,semantic_inference,ISCX-Tor application classification,tor application/service identity::16,Tor application/service identity,16,exact,multiclass,flow,DES0494,both,yes,eligible,,EVD2155
SCH0354,P45261,DS-CROSS-PLATFORM-2017,semantic_inference,Cross-Platform app classification,mobile application identity::411,mobile application identity,411,exact,multiclass,flow,DES0492,both,yes,eligible,,EVD2153
SCH0355,P45261,DS-USTC-TFC-2016,other_eligible_fixed_labels,USTC-TFC traffic classification,benign application or malware family::20,benign application or malware family,20,exact,multiclass,flow,DES0497,both,yes,eligible,,EVD2159
SCH0356,P45721,DS-P45721-APPSNIFFER,semantic_inference,Chronological time-series CV1 | Chronological time-series CV2 | Chronological time-series CV3 | Normal-network to VPN app fingerprinting,mobile application identity::100,mobile application identity,100,exact,multiclass,action_or_visit,DES0498 | DES0499 | DES0500 | DES0501,both,yes,eligible,,EVD2160 | EVD2161 | EVD2162 | EVD2163
SCH0357,P45879,DS-P45879-LOW-OVERHEAD-WF,semantic_inference,Closed-world browser-specific website fingerprinting,website identity::100,website identity,100,exact,multiclass,action_or_visit,DES0502,both,yes,eligible,,EVD2164
SCH0358,P45879,DS-P45879-LOW-OVERHEAD-WF,semantic_inference,Open-world website fingerprinting,100 monitored website identities with unmonitored background::100,100 monitored website identities with unmonitored background,100,exact,multiclass,action_or_visit,DES0503,both,yes,eligible,,EVD2165
SCH0359,P46126,DS-P46126-NETTRACK,security_state_classification,Web tracker traffic detection,tracker versus benign traffic|2,tracker versus benign traffic,2,exact,binary,tcp_connection,DES0173,both_or_unspecified,yes,eligible,,EVD1874 | EVD1675
SCH0360,P46215,DS-P46215-SCANNERSCOPE,security_state_classification,Joomla vulnerability-scanner detection,web vulnerability scanner versus human visitor|2,web vulnerability scanner versus human visitor,2,exact,binary,request_window,DES0174 | DES0175 | DES0176,both_or_unspecified,yes,eligible,,EVD1875 | EVD1677 | EVD1676 | EVD1678
SCH0361,P46215,DS-P46215-SCANNERSCOPE,security_state_classification,WordPress vulnerability-scanner detection,web vulnerability scanner versus human visitor|2,web vulnerability scanner versus human visitor,2,exact,binary,request_window,DES0174 | DES0176 | DES0177,both_or_unspecified,yes,eligible,,EVD1875 | EVD1679 | EVD1676 | EVD1678
SCH0362,P46267,DS-ISCX-TOR-2016,semantic_inference,ISCX-nonTor behaviour classification,eight user-behaviour categories without tor::8,eight user-behaviour categories without Tor,8,exact,multiclass,flow,DES0510,both,yes,eligible,,EVD2172
SCH0363,P46267,DS-P46267-TFE-GNN-WWT,semantic_inference,WeChat behaviour classification,wechat user-behaviour category::9,WeChat user-behaviour category,9,exact,multiclass,flow,DES0505,both,yes,eligible,,EVD2167
SCH0364,P46267,DS-P46267-TFE-GNN-WWT,semantic_inference,Telegram behaviour classification,telegram user-behaviour category::6,Telegram user-behaviour category,6,exact,multiclass,flow,DES0506,both,yes,eligible,,EVD2168
SCH0365,P46267,DS-ISCX-VPN-2016,semantic_inference,ISCX-nonVPN behaviour classification,six user-behaviour categories without vpn::6,six user-behaviour categories without VPN,6,exact,multiclass,flow,DES0508,both,yes,eligible,,EVD2170
SCH0366,P46267,DS-ISCX-TOR-2016,semantic_inference,ISCX-Tor behaviour classification,eight user-behaviour categories over tor::8,eight user-behaviour categories over Tor,8,exact,multiclass,flow,DES0509,both,yes,eligible,,EVD2171
SCH0367,P46267,DS-P46267-TFE-GNN-WWT,semantic_inference,WhatsApp behaviour classification,whatsapp user-behaviour category::12,WhatsApp user-behaviour category,12,exact,multiclass,flow,DES0504,both,yes,eligible,,EVD2166
SCH0368,P46267,DS-ISCX-VPN-2016,semantic_inference,ISCX-VPN behaviour classification,six user-behaviour categories over vpn::6,six user-behaviour categories over VPN,6,exact,multiclass,flow,DES0507,both,yes,eligible,,EVD2169
SCH0369,P46427,DS-USTC-TFC-2016,other_eligible_fixed_labels,USTC-TFC traffic-family classification,benign application or malware-family identity::20,benign application or malware-family identity,20,exact,multiclass,flow,DES0514,both,yes,eligible,,EVD2176
SCH0370,P46427,DS-CROSS-PLATFORM-2017,semantic_inference,Cross-Platform app classification,mobile application identity::411,mobile application identity,411,exact,multiclass,flow,DES0515,both,yes,eligible,,EVD2177
SCH0371,P46427,DS-SJTU-AN21,semantic_inference,SJTU-AN21 anonymous-traffic classification,anonymity-network/service class::10,anonymity-network/service class,10,exact,multiclass,file_or_capture,DES0511,both,yes,eligible,,EVD2173
SCH0372,P46427,DS-ISCX-TOR-2016,semantic_inference,ISCX-Tor traffic classification,application/status class::16,application/status class,16,exact,multiclass,flow,DES0512,both,yes,eligible,,EVD2174
SCH0373,P46427,DS-ISCX-VPN-2016,semantic_inference,ISCX-VPN traffic classification,application/service and vpn status class::17,application/service and VPN status class,17,exact,multiclass,flow,DES0513,both,yes,eligible,,EVD2175
SCH0374,P46522,DS-DF-2017,semantic_inference,CF-to-WTF-PAD-DF open-world adaptation,df monitored website identity under wtf-pad with unmonitored background::95,DF monitored website identity under WTF-PAD with unmonitored background,95,exact,multiclass,action_or_visit,DES0522,target,yes,eligible,,EVD2184
SCH0375,P46522,DS-DF-2017,semantic_inference,CF-to-DF open-world adaptation,df monitored website identity with unmonitored background::95,DF monitored website identity with unmonitored background,95,exact,multiclass,action_or_visit,DES0521,target,yes,eligible,,EVD2183
SCH0376,P46522,DS-P46522-CF-2022-2023,semantic_inference,CF500 to AWF100 closed-world adaptation,awf website identity::100,AWF website identity,100,exact,multiclass,action_or_visit,DES0516,source,yes,eligible,,EVD2178
SCH0377,P46522,DS-P46522-CF-2022-2023,semantic_inference,CF-to-DF open-world adaptation,df monitored website identity with unmonitored background::95,DF monitored website identity with unmonitored background,95,exact,multiclass,action_or_visit,DES0521,source,yes,eligible,,EVD2183
SCH0378,P46522,DS-P46522-CF-2022-2023,semantic_inference,CF500 to Wang100 closed-world adaptation,wang website identity::100,Wang website identity,100,exact,multiclass,action_or_visit,DES0518,source,yes,eligible,,EVD2180
SCH0379,P46522,DS-AWF-2017,semantic_inference,AWF775 to AWF100 same-distribution adaptation | CF500 to AWF100 closed-world adaptation,awf website identity::100,AWF website identity,100,exact,multiclass,action_or_visit,DES0516 | DES0519,both | target,yes,eligible,,EVD2178 | EVD2181
SCH0380,P46522,DS-P46522-CF-2022-2023,semantic_inference,CF-to-WTF-PAD-DF open-world adaptation,df monitored website identity under wtf-pad with unmonitored background::95,DF monitored website identity under WTF-PAD with unmonitored background,95,exact,multiclass,action_or_visit,DES0522,source,yes,eligible,,EVD2184
SCH0381,P46522,DS-AWF-2017,semantic_inference,CF-to-AWF open-world adaptation,awf monitored website identity with unmonitored background::100,AWF monitored website identity with unmonitored background,100,exact,multiclass,action_or_visit,DES0520,target,yes,eligible,,EVD2182
SCH0382,P46522,DS-P46522-CF-2022-2023,semantic_inference,CF-to-AWF open-world adaptation,awf monitored website identity with unmonitored background::100,AWF monitored website identity with unmonitored background,100,exact,multiclass,action_or_visit,DES0520,source,yes,eligible,,EVD2182
SCH0383,P46522,DS-WANG-WF-2014,semantic_inference,CF500 to Wang100 closed-world adaptation,wang website identity::100,Wang website identity,100,exact,multiclass,action_or_visit,DES0518,target,yes,eligible,,EVD2180
SCH0384,P46522,DS-DF-2017,semantic_inference,CF500 to DF95 closed-world adaptation,df website identity::95,DF website identity,95,exact,multiclass,action_or_visit,DES0517,target,yes,eligible,,EVD2179
SCH0385,P46522,DS-P46522-CF-2022-2023,semantic_inference,CF500 to DF95 closed-world adaptation,df website identity::95,DF website identity,95,exact,multiclass,action_or_visit,DES0517,source,yes,eligible,,EVD2179
SCH0386,P46578,DS-CSE-CIC-IDS-2018,security_state_classification,NF-CSE-CIC-IDS2018-V2 attack-type classification,benign plus attack type::7,benign plus attack type,7,exact,multiclass,flow,DES0524,both,yes,eligible,,EVD2186
SCH0387,P46578,DS-TON-IOT,security_state_classification,NF-ToN-IoT-V2 attack-type classification,benign plus attack type::10,benign plus attack type,10,exact,multiclass,flow,DES0523,both,yes,eligible,,EVD2185
SCH0388,P47085,DS-ISCX-TOR-2016,semantic_inference,Class-incremental ISCXTor2016 classification,known and newly discovered traffic class::8,known and newly discovered traffic class,8,exact,multiclass,flow,DES0530,both,yes,eligible,,EVD2192
SCH0389,P47085,DS-CIC-IDS-2017,semantic_inference,Class-incremental IDS2017/2018 selected IDS view classification,known and newly discovered traffic class::8,known and newly discovered traffic class,8,exact,multiclass,flow,DES0531,both,yes,eligible,,EVD2193
SCH0390,P47085,DS-CROSSNET-2021,semantic_inference,CrossNet scenario-A to scenario-B classification,application identity::20,application identity,20,exact,multiclass,dataset,DES0534,both,yes,eligible,,EVD2197
SCH0391,P47085,DS-CROSSNET-2021,semantic_inference,Class-incremental CrossNet2021 classification,known and newly discovered traffic class::20,known and newly discovered traffic class,20,exact,multiclass,flow,DES0532,both,yes,eligible,,EVD2194
SCH0392,P47085,DS-CIC-IDS-2017,other_eligible_fixed_labels,Supervised IDS2017/2018 selected IDS view fine-grained classification,application/service or attack type::8,application/service or attack type,8,exact,multiclass,flow,DES0527,both,yes,eligible,,EVD2189
SCH0393,P47085,DS-CIC-IDS-2017,security_state_classification,IDS2017 to IDS2018 supervised multiclass transfer,intrusion/attack type::8,intrusion/attack type,8,exact,multiclass,dataset,DES0533,source,yes,eligible,,EVD2195 | EVD2196 | EVD2198
SCH0394,P47085,DS-CROSSNET-2021,other_eligible_fixed_labels,Supervised CrossNet2021 fine-grained classification,application/service or attack type::20,application/service or attack type,20,exact,multiclass,flow,DES0528,both,yes,eligible,,EVD2190
SCH0395,P47085,DS-CSE-CIC-IDS-2018,security_state_classification,IDS2017 to IDS2018 supervised multiclass transfer,intrusion/attack type::8,intrusion/attack type,8,exact,multiclass,dataset,DES0533,target,yes,eligible,,EVD2195 | EVD2196 | EVD2198
SCH0396,P47085,DS-USTC-TFC-2016,semantic_inference,Class-incremental USTC-TFC2016 classification,known and newly discovered traffic class::20,known and newly discovered traffic class,20,exact,multiclass,flow,DES0529,both,yes,eligible,,EVD2191
SCH0397,P47085,DS-ISCX-TOR-2016,other_eligible_fixed_labels,Supervised ISCXTor2016 fine-grained classification,application/service or attack type::8,application/service or attack type,8,exact,multiclass,flow,DES0526,both,yes,eligible,,EVD2188
SCH0398,P47085,DS-USTC-TFC-2016,other_eligible_fixed_labels,Supervised USTC-TFC2016 fine-grained classification,application/service or attack type::20,application/service or attack type,20,exact,multiclass,flow,DES0525,both,yes,eligible,,EVD2187
SCH0399,P47353,DS-P47353-DECETT,semantic_inference,Mixed-tunnel app fingerprinting | OpenVPN app fingerprinting | Shadowsocks app fingerprinting | ShadowsocksR app fingerprinting | Trojan app fingerprinting | V2Ray app fingerprinting,mobile application identity::54,mobile application identity,54,exact,multiclass,mixed | session_or_trace,DES0535 | DES0536 | DES0537 | DES0538 | DES0539 | DES0540,both,yes,eligible,,EVD2199 | EVD2200 | EVD2201 | EVD2202 | EVD2203 | EVD2204
SCH0400,P47584,DS-P47584-HOLMES-WATSON,semantic_inference,Closed-world popular-site fingerprinting,website identity::1600,website identity,1600,exact,multiclass,action_or_visit,DES0541,both,yes,eligible,,EVD2205 | EVD1876
SCH0401,P47584,DS-P47584-HOLMES-WATSON,semantic_inference,18-day concept-drift website fingerprinting | 30-day concept-drift website fingerprinting | Cross-Chrome-version website fingerprinting | Cross-browser website fingerprinting | Cross-network website fingerprinting | Matched-browser website fingerprinting,website identity::200,website identity,200,exact,multiclass,action_or_visit,DES0544 | DES0545 | DES0546 | DES0548 | DES0549 | DES0550,both,yes,eligible,,EVD2208 | EVD2209 | EVD2210 | EVD2212 | EVD2213 | EVD2214 | EVD2217 | EVD2218
SCH0402,P47584,DS-P47584-HOLMES-WATSON,semantic_inference,Open-world censorship-site fingerprinting,monitored website identity with unmonitored background::321,320 monitored website identities plus one unmonitored output class,321,exact_N_plus_1,multiclass,action_or_visit,DES0547,both,yes,eligible,,EVD2211 | EVD1876 | EVD1877
SCH0403,P47584,DS-P47584-HOLMES-WATSON,semantic_inference,Closed-world censorship-site fingerprinting | Padding-aware defended website fingerprinting | Padding-unaware defended website fingerprinting,censorship-site website identity|320,website identity,320,exact,multiclass,action_or_visit,DES0543 | DES0551 | DES0552,both,yes,eligible,,EVD2207 | EVD2215 | EVD2216 | EVD1876
SCH0404,P47584,DS-P47584-HOLMES-WATSON,semantic_inference,Closed-world random-site fingerprinting,random-site website identity|320,website identity,320,exact,multiclass,action_or_visit,DES0542,both,yes,eligible,,EVD2206 | EVD1876
SCH0405,P48170,DS-P48170-NOMOATS,security_state_classification,General mobile A&T request detection,advertising or tracking request versus other request|2,advertising or tracking request versus other request,2,exact,binary,http_request,DES0178,both_or_unspecified,yes,eligible,,EVD1878 | EVD1680
SCH0406,P48170,DS-P48170-NOMOATS,security_state_classification,Per-app mobile A&T request detection,advertising or tracking request versus other request|2,advertising or tracking request versus other request,2,exact,binary,http_request,DES0179,both_or_unspecified,yes,eligible,,EVD1878 | EVD1681
SCH0407,P48205,DS-ONION-SITES-2016,semantic_inference,Circuit-disjoint onion-service WF,website identity::538,website identity,538,exact,multiclass,session_or_trace,DES0554,both,yes,eligible,,EVD2220
SCH0408,P48205,DS-TIKTOK-LIVE-WALKIE-TALKIE-2019,semantic_inference,Circuit-disjoint live Walkie-Talkie WF,website identity::100,website identity,100,exact,multiclass,session_or_trace,DES0555,both,yes,eligible,,EVD2221
SCH0409,P48205,DS-DF-2017,semantic_inference,Circuit-disjoint undefended/defended WF | Fast/slow-circuit transfer,website identity::95,website identity,95,exact,multiclass,session_or_trace,DES0553 | DES0556,both,yes,eligible,,EVD2219 | EVD2222
SCH0410,P48207,DS-WANG-WF-2014,semantic_inference,Wang oracle-assisted WF,website identity::100,website identity,100,exact,multiclass,action_or_visit,DES0558,both,yes,eligible,,EVD2224
SCH0411,P48207,DS-DF-2017,semantic_inference,DF oracle-assisted WF,website identity::95,website identity,95,exact,multiclass,action_or_visit,DES0557,both,yes,eligible,,EVD2223
SCH0412,P48207,DS-GRESCHBACH-DNS-TOR-UNMONITORED,semantic_inference,Greschbach open-world oracle experiment,100 monitored sites plus unmonitored::101,100 monitored website identities plus one unmonitored output class,101,exact,multiclass,action_or_visit,DES0560,both,yes,eligible,,EVD2226 | EVD1879
SCH0413,P48207,DS-DYNAFLOW-LU-2018-SOURCE,semantic_inference,DynaFlow oracle-assisted WF,website identity::100,website identity,100,exact,multiclass,action_or_visit,DES0559,both,yes,eligible,,EVD2225
SCH0414,P48246,DS-DF-2017,semantic_inference,Circuit-diversity holdout,website identity::95,website identity,95,exact,multiclass,session_or_trace,DES0563,both,yes,eligible,,EVD2229
SCH0415,P48246,DS-AWF-2017,semantic_inference,Data-limited index-page WF,website identity::900,website identity,900,exact,multiclass,action_or_visit,DES0561,both,yes,eligible,,EVD2227
SCH0416,P48246,DS-P48246-GANDALF,semantic_inference,Data-limited subpage WF,25 monitored websites::25,25 monitored websites,25,exact,multiclass,action_or_visit,DES0562,both,yes,eligible,,EVD2228
SCH0417,P48290,DS-P48290-QUIC-TCP-WF-2021,semantic_inference,Matched/mixed TCP-QUIC WF | TCP-to-QUIC protocol transfer,100 monitored websites plus unmonitored::101,100 monitored website identities plus one unmonitored output class,101,exact,multiclass,action_or_visit,DES0564 | DES0565,both,yes,eligible,,EVD2230 | EVD2231 | EVD1880
SCH0418,P48305,DS-YOURTHINGS-2019,endpoint_or_platform_identification,HomeSnitch-to-YourThings cross-dataset transfer | YourThings-to-HomeSnitch cross-dataset transfer,five common iot device identities::5,five common IoT device identities,5,exact,multiclass,dataset,DES0578 | DES0579,source | target,yes,eligible,,EVD2248 | EVD2249 | EVD2250 | EVD2251
SCH0419,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2021-RECAPTURE,endpoint_or_platform_identification,Own-lab robust-feature temporal recapture | Own-lab temporal recapture,eight common iot device identities::8,eight common IoT device identities,8,exact,multiclass,dataset,DES0572 | DES0586,target,yes,eligible,,EVD2238 | EVD2239 | EVD2261
SCH0420,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,endpoint_or_platform_identification,HomeSnitch matched evaluation,iot device identity::24,IoT device identity,24,exact,multiclass,flow,DES0567,both,yes,eligible,,EVD2233
SCH0421,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,endpoint_or_platform_identification,HomeSnitch-plus-YourThings-to-own-lab transfer,four target iot device identities represented in the source mixture::4,four target IoT device identities represented in the source mixture,4,exact,multiclass,dataset,DES0582,source,yes,eligible,,EVD2256 | EVD2257
SCH0422,P48305,DS-YOURTHINGS-2019,endpoint_or_platform_identification,HomeSnitch-plus-YourThings-to-own-lab transfer,four target iot device identities represented in the source mixture::4,four target IoT device identities represented in the source mixture,4,exact,multiclass,dataset,DES0582,source,yes,eligible,,EVD2256 | EVD2257
SCH0423,P48305,DS-P48305-HOMESNITCH-FLORIDA-2021-RECAPTURE,endpoint_or_platform_identification,HomeSnitch temporal recapture,common iot device identities::15,common IoT device identities,15,exact,multiclass,dataset,DES0573,target,yes,eligible,,EVD2240 | EVD2241
SCH0424,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,endpoint_or_platform_identification,Own-lab robust-feature temporal recapture | Own-lab temporal recapture,eight common iot device identities::8,eight common IoT device identities,8,exact,multiclass,dataset,DES0572 | DES0586,source,yes,eligible,,EVD2238 | EVD2239 | EVD2261
SCH0425,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,endpoint_or_platform_identification,Own-lab matched evaluation,iot device identity::8,IoT device identity,8,exact,multiclass,flow,DES0568,both,yes,eligible,,EVD2234
SCH0426,P48305,DS-SIVANATHAN-IOT-2018,endpoint_or_platform_identification,Sivanathan matched evaluation,iot device identity::19,IoT device identity,19,exact,multiclass,flow,DES0570,both,yes,eligible,,EVD2236
SCH0427,P48305,DS-YOURTHINGS-2019,endpoint_or_platform_identification,HomeSnitch-plus-own-lab-to-YourThings transfer,seven target iot device identities represented in the source mixture::7,seven target IoT device identities represented in the source mixture,7,exact,multiclass,dataset,DES0581,target,yes,eligible,,EVD2254 | EVD2255
SCH0428,P48305,DS-YOURTHINGS-2019,endpoint_or_platform_identification,YourThings matched evaluation,iot device identity::45,IoT device identity,45,exact,multiclass,flow,DES0571,both,yes,eligible,,EVD2237
SCH0429,P48305,DS-MONIOT-2019,endpoint_or_platform_identification,Mon(IoT)r matched evaluation,iot device identity::21,IoT device identity,21,exact,multiclass,flow,DES0566,both,yes,eligible,,EVD2232
SCH0430,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,endpoint_or_platform_identification,HomeSnitch-plus-YourThings-to-own-lab transfer,four target iot device identities represented in the source mixture::4,four target IoT device identities represented in the source mixture,4,exact,multiclass,dataset,DES0582,target,yes,eligible,,EVD2256 | EVD2257
SCH0431,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,endpoint_or_platform_identification,YourThings-plus-own-lab-to-HomeSnitch transfer,five target iot device identities represented in the source mixture::5,five target IoT device identities represented in the source mixture,5,exact,multiclass,dataset,DES0580,source,yes,eligible,,EVD2252 | EVD2253
SCH0432,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,endpoint_or_platform_identification,HomeSnitch-plus-own-lab-to-YourThings transfer,seven target iot device identities represented in the source mixture::7,seven target IoT device identities represented in the source mixture,7,exact,multiclass,dataset,DES0581,source,yes,eligible,,EVD2254 | EVD2255
SCH0433,P48305,DS-YOURTHINGS-2019,endpoint_or_platform_identification,Mon(IoT)r-to-YourThings all-feature temporal transfer | Mon(IoT)r-to-YourThings robust-feature temporal transfer | YourThings-to-Mon(IoT)r all-feature temporal transfer | YourThings-to-Mon(IoT)r robust-feature temporal transfer,13 common iot device identities::13,13 common IoT device identities,13,exact,multiclass,dataset,DES0575 | DES0583 | DES0584 | DES0585,source | target,yes,eligible,,EVD2243 | EVD2258 | EVD2259 | EVD2260
SCH0434,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,endpoint_or_platform_identification,HomeSnitch temporal recapture,common iot device identities::15,common IoT device identities,15,exact,multiclass,dataset,DES0573,source,yes,eligible,,EVD2240 | EVD2241
SCH0435,P48305,DS-YOURTHINGS-2019,endpoint_or_platform_identification,YourThings-plus-own-lab-to-HomeSnitch transfer,five target iot device identities represented in the source mixture::5,five target IoT device identities represented in the source mixture,5,exact,multiclass,dataset,DES0580,source,yes,eligible,,EVD2252 | EVD2253
SCH0436,P48305,DS-MONIOT-2019,endpoint_or_platform_identification,Mon(IoT)r-to-YourThings all-feature temporal transfer | Mon(IoT)r-to-YourThings robust-feature temporal transfer | YourThings-to-Mon(IoT)r all-feature temporal transfer | YourThings-to-Mon(IoT)r robust-feature temporal transfer,13 common iot device identities::13,13 common IoT device identities,13,exact,multiclass,dataset,DES0575 | DES0583 | DES0584 | DES0585,source | target,yes,eligible,,EVD2243 | EVD2258 | EVD2259 | EVD2260
SCH0437,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,endpoint_or_platform_identification,HomeSnitch-to-YourThings cross-dataset transfer | YourThings-to-HomeSnitch cross-dataset transfer,five common iot device identities::5,five common IoT device identities,5,exact,multiclass,dataset,DES0578 | DES0579,source | target,yes,eligible,,EVD2248 | EVD2249 | EVD2250 | EVD2251
SCH0438,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,endpoint_or_platform_identification,Own-lab-to-YourThings cross-dataset transfer | YourThings-to-own-lab cross-dataset transfer,four common iot device identities::4,four common IoT device identities,4,exact,multiclass,dataset,DES0576 | DES0577,source | target,yes,eligible,,EVD2244 | EVD2245 | EVD2246 | EVD2247
SCH0439,P48305,DS-PINGPONG-IOT,endpoint_or_platform_identification,PingPong matched evaluation,iot device identity::17,IoT device identity,17,exact,multiclass,flow,DES0569,both,yes,eligible,,EVD2235
SCH0440,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,endpoint_or_platform_identification,YourThings-plus-own-lab-to-HomeSnitch transfer,five target iot device identities represented in the source mixture::5,five target IoT device identities represented in the source mixture,5,exact,multiclass,dataset,DES0580,target,yes,eligible,,EVD2252 | EVD2253
SCH0441,P48305,DS-YOURTHINGS-2019,endpoint_or_platform_identification,Own-lab-to-YourThings cross-dataset transfer | YourThings-to-own-lab cross-dataset transfer,four common iot device identities::4,four common IoT device identities,4,exact,multiclass,dataset,DES0576 | DES0577,source | target,yes,eligible,,EVD2244 | EVD2245 | EVD2246 | EVD2247
SCH0442,P48305,DS-P48305-HOMESNITCH-FLORIDA-2021-RECAPTURE,endpoint_or_platform_identification,HomeSnitch robust-feature temporal recapture,15 common iot device identities::15,15 common IoT device identities,15,exact,multiclass,dataset,DES0587,target,yes,eligible,,EVD2262
SCH0443,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,endpoint_or_platform_identification,HomeSnitch-plus-own-lab-to-YourThings transfer,seven target iot device identities represented in the source mixture::7,seven target IoT device identities represented in the source mixture,7,exact,multiclass,dataset,DES0581,source,yes,eligible,,EVD2254 | EVD2255
SCH0444,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,endpoint_or_platform_identification,HomeSnitch robust-feature temporal recapture,15 common iot device identities::15,15 common IoT device identities,15,exact,multiclass,dataset,DES0587,source,yes,eligible,,EVD2262
SCH0445,P48305,DS-MONIOT-2019,endpoint_or_platform_identification,Mon(IoT)r US-UK geographic transfer,21 common iot device identities::21,21 common IoT device identities,21,exact,multiclass,dataset,DES0574,both,yes,eligible,,EVD2242
SCH0446,P48443,DS-P48443-EXPLAINWF-SHADOW,semantic_inference,Live Tor to Shadow transfer | Multi-condition Shadow training with held-out seed | Robust Shadow model to live Tor | Shadow load-and-seed cross-condition matrix | Shadow matched-condition website fingerprinting | Shadow to live Tor transfer,website identity::98,website identity,98,exact,multiclass,action_or_visit | dataset | file_or_capture,DES0589 | DES0590 | DES0591 | DES0592 | DES0593 | DES0594,both | source | target,yes,eligible,,EVD2265 | EVD2266 | EVD2267 | EVD2268 | EVD2269 | EVD2270
SCH0447,P48443,DS-P48443-EXPLAINWF-LIVE-TOR,semantic_inference,Live Tor matched-condition website fingerprinting | Live Tor to Shadow transfer | Robust Shadow model to live Tor | Shadow to live Tor transfer,website identity::98,website identity,98,exact,multiclass,action_or_visit | dataset,DES0588 | DES0590 | DES0591 | DES0594,both | source | target,yes,eligible,,EVD2264 | EVD2266 | EVD2267 | EVD2270
SCH0448,P48659,DS-P48659-LONGENOUGH,semantic_inference,LongEnough Beauty-and-the-Burst video fingerprinting | LongEnough CNN video-title fingerprinting | LongEnough variable-bandwidth video fingerprinting,video title identity::100,video title identity,100,exact,multiclass,session_or_trace,DES0595 | DES0596 | DES0597,both,yes,eligible,,EVD2271 | EVD2272 | EVD2273
SCH0449,P48723,DS-P48723-TEX-2022,security_state_classification,Cross-browser web tracker response classification,tracker versus non-tracker response|2,tracker versus non-tracker response,2,exact,binary,http_response,DES0180 | DES0181 | DES0182 | DES0183,both_or_unspecified,yes,eligible,,EVD1881 | EVD1684 | EVD1683 | EVD1682 | EVD1685
